"","MaternalLine","FlowerHead","PlantingDate","FirstLeafDate","TransplantDate","Id","Country","State","County","Latitude","Longitude","Locality","Location.Details","TemporaryID","Taxon","Area","Bed","Position.Spot","Inventory.Date","Status","Plant.Count","Planting.Material.Type","Source","Provenance","Property","Ipen","Restriction","Date.received","Quantity.received","Collector","Collection.Num","Collection.Date","Sampling.method","EO.ID","EO.number","Property.ownership","Notes.on.Habitat.and.soil","Mother.Plant.Maternal.Pop","Family","Seed.Lot..","Index.Seminum.Year"
"84","2021-1836-2","7","3/23/24","4/1/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","17-6-10","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
"85","2018-1133-2","14","3/26/24","4/4/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","19-5-1","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"86","2018-1133-2","14","3/25/24","4/2/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","18-5-11","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"87","2021-1838-2","23","3/21/24","3/29/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","15-2-11","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"88","2021-0838-1","11","3/31/24","4/9/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","20-6-3","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"89","2021-1838-2","16","3/22/24","3/29/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","17-1-7","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"90","2021-0838-1","11","4/3/24","4/12/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","21-1-4","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"91","2021-1841-1","9","3/21/24","3/29/24","4/26/24",1275505,"United States","Kentucky","Franklin",38.222717,-84.856916,"Cove Spring Park","","16-1-3","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",287,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1841","Project specific use only","2021-07-16T00:00:00","362","Powell, Emily","","05 Jul 2021","Maternal Lines","",18,"State","",NA,"Brassicaceae",NA,NA
"92","2021-1838-2","23","3/24/24","3/31/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","18-2-6","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"93","2021-1839-2","6","3/26/24","4/2/24","4/26/24",1290440,"United States","Tennessee","Cheatham",36.213903,-86.983695,"McMinn's Bluff #3","From Ashland City, take TN-12 south, take the first right onto River Trace that you can. Park close to the T-intersection, where the road is widest, and walk to both the right and left of the intersection. Plants can be found along the bluffs, and along the other side of the road above the railroad bed.","19-5-10","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",324,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1839","Project specific use only","2021-06-01T00:00:00","5793","Dell, Noah","","01 Jun 2021","Maternal Lines","10236",10,"Local/Public-County","Most plants along the steep gravel/talus slope to the right side of the T-intersection, where the slope is considerable, and the substrate loose and thin.",NA,"Brassicaceae",NA,NA
"94","2018-1133-2","12","3/26/24","4/3/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","19-3-9","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"95","2021-1839-2","4","4/3/24","4/10/24","4/26/24",1290440,"United States","Tennessee","Cheatham",36.213903,-86.983695,"McMinn's Bluff #3","From Ashland City, take TN-12 south, take the first right onto River Trace that you can. Park close to the T-intersection, where the road is widest, and walk to both the right and left of the intersection. Plants can be found along the bluffs, and along the other side of the road above the railroad bed.","21-1-7","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",324,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1839","Project specific use only","2021-06-01T00:00:00","5793","Dell, Noah","","01 Jun 2021","Maternal Lines","10236",10,"Local/Public-County","Most plants along the steep gravel/talus slope to the right side of the T-intersection, where the slope is considerable, and the substrate loose and thin.",NA,"Brassicaceae",NA,NA
"96","2021-1839-2","4","3/28/24","4/4/24","4/26/24",1290440,"United States","Tennessee","Cheatham",36.213903,-86.983695,"McMinn's Bluff #3","From Ashland City, take TN-12 south, take the first right onto River Trace that you can. Park close to the T-intersection, where the road is widest, and walk to both the right and left of the intersection. Plants can be found along the bluffs, and along the other side of the road above the railroad bed.","20-2-12","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",324,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1839","Project specific use only","2021-06-01T00:00:00","5793","Dell, Noah","","01 Jun 2021","Maternal Lines","10236",10,"Local/Public-County","Most plants along the steep gravel/talus slope to the right side of the T-intersection, where the slope is considerable, and the substrate loose and thin.",NA,"Brassicaceae",NA,NA
"97","2018-1133-2","15","3/24/24","4/3/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","18-3-6","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"98","2021-0838-1","4","3/19/24","4/1/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","14-2-6","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"99","2021-1836-2","5","4/1/24","4/9/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","20-6-9","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
"100","2021-0838-1","6","3/21/24","3/30/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","15-4-10","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"101","2021-1843-2","39","3/26/24","4/4/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","19-5-4","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"102","2023-0185-2","10","3/22/24","3/29/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","17-1-9","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"103","2021-1838-2","22","3/23/24","3/30/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","17-4-4","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"104","2021-0838-1","10","3/22/24","4/1/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","17-1-1","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"105","2018-1133-2","12","3/24/24","4/1/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","18-1-10","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"106","2021-1838-2","17","3/23/24","4/1/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","17-3-7","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"107","2021-0838-1","5","3/19/24","3/28/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","14-1-9","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"108","2023-0185-2","12","3/20/24","3/29/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","15-1-1","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"109","2021-1843-2","21","3/23/24","4/1/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","17-2-11","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"110","2021-1838-2","17","3/23/24","4/3/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","17-3-6","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"111","2021-1843-2","23","3/31/24","4/8/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","20-5-10","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"112","2018-1133-2","9","3/25/24","4/3/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","19-1-7","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"113","2021-1841-1","2","3/20/24","3/28/24","4/26/24",1275505,"United States","Kentucky","Franklin",38.222717,-84.856916,"Cove Spring Park","","14-4-3","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",287,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1841","Project specific use only","2021-07-16T00:00:00","362","Powell, Emily","","05 Jul 2021","Maternal Lines","",18,"State","",NA,"Brassicaceae",NA,NA
"114","2018-1133-2","5","3/25/24","4/2/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","18-6-12","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"115","2021-1839-2","9","3/28/24","4/4/24","4/26/24",1290440,"United States","Tennessee","Cheatham",36.213903,-86.983695,"McMinn's Bluff #3","From Ashland City, take TN-12 south, take the first right onto River Trace that you can. Park close to the T-intersection, where the road is widest, and walk to both the right and left of the intersection. Plants can be found along the bluffs, and along the other side of the road above the railroad bed.","20-2-9","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",324,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1839","Project specific use only","2021-06-01T00:00:00","5793","Dell, Noah","","01 Jun 2021","Maternal Lines","10236",10,"Local/Public-County","Most plants along the steep gravel/talus slope to the right side of the T-intersection, where the slope is considerable, and the substrate loose and thin.",NA,"Brassicaceae",NA,NA
"116","2021-1839-2","6","4/3/24","4/10/24","4/26/24",1290440,"United States","Tennessee","Cheatham",36.213903,-86.983695,"McMinn's Bluff #3","From Ashland City, take TN-12 south, take the first right onto River Trace that you can. Park close to the T-intersection, where the road is widest, and walk to both the right and left of the intersection. Plants can be found along the bluffs, and along the other side of the road above the railroad bed.","21-1-8","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",324,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1839","Project specific use only","2021-06-01T00:00:00","5793","Dell, Noah","","01 Jun 2021","Maternal Lines","10236",10,"Local/Public-County","Most plants along the steep gravel/talus slope to the right side of the T-intersection, where the slope is considerable, and the substrate loose and thin.",NA,"Brassicaceae",NA,NA
"117","2021-1838-2","8","3/23/24","3/29/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","17-4-9","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"118","2023-0185-2","12","3/21/24","3/30/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","15-3-12","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"119","2021-1838-2","16","3/24/24","3/30/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","18-2-9","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"120","2021-1836-2","13","3/23/24","3/30/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","17-5-3","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
"121","2021-0838-1","10","3/24/24","4/2/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","18-4-2","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"122","2018-1133-2","10","3/22/24","3/29/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","17-2-3","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"123","2021-1843-2","23","4/3/24","4/11/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","21-1-6","Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
