"","MaternalLine","FlowerHead","PlantingDate","FirstLeafDate","TransplantDate","Id","Country","State","County","Latitude","Longitude","Locality","Location.Details","TemporaryID","Species","OriIndex","RanIndex","RanTray","TrayPosition","Pot","Date.1","Surv.1","numRos.1","numStem.1","stemDia.1","stemLength.1","numLeaf.1","leafLong.1","leafWide.1","flwrBud.1","flwrOpen.1","fruitPres.1","fruitDeh.1","Date.2","Surv.2","flwrBud.2","flwrOpen.2","fruitPres.2","fruitDeh.2","Date.3","Surv.3","leafLong.3","leafWide.3","flwrBud.3","flwrOpen.3","fruitPres.3","fruitDeh.3","Date.4","Surv.4","flwrBud.4","flwrOpen.4","fruitPres.4","fruitDeh.4","Date.5","Surv.5","flwrBud.5","flwrOpen.5","fruitPres.5","fruitDeh.5","Date.6","Surv.6","numFlowerStem.6","leafLong.6","leafWide.6","Date.7","flwrBud.7","flwrOpen.7","fruitPres.7","fruitDeh.7","Date.8","Surv.8","flwrBud.8","flwrOpen.8","fruitPres.8","fruitDeh.8","Date.9","Surv.9","flwrBud.9","flwrOpen.9","fruitPres.9","fruitDeh.9","Date.10","Surv.10","numFlowerStem.10","leafLong.10","leafWide.10","Date.11","Surv.11","flwrBud.11","flwrOpen.11","fruitPres.11","fruitDeh.11","Date.12","Surv.12","flwrBud.12","flwrOpen.12","fruitPres.12","fruitDeh.12","Date.13","Surv.13","flwrBud.13","flwrOpen.13","fruitPres.13","fruitDeh.13","Date.14","Surv.14","flwrBud.14","flwrOpen.14","fruitPres.14","fruitDeh.14","Date.15","Surv.15","flwrBud.15","flwrOpen.15","fruitPres.15","fruitDeh.15","Taxon","Area","Bed","Position.Spot","Inventory.Date","Status","Plant.Count","Planting.Material.Type","Source","Provenance","Property","Ipen","Restriction","Date.received","Quantity.received","Collector","Collection.Num","Collection.Date","Sampling.method","EO.ID","EO.number","Property.ownership","Notes.on.Habitat.and.soil","Mother.Plant.Maternal.Pop","Family","Seed.Lot..","Index.Seminum.Year"
"229","2021-1836-2","1","3/26/24","4/3/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","19-3-1","Physaria globosa",342,229,20,"T19R3C1",NA,"5/14/24","Y","2","1","1.4","9.3","37","8.3","3.4","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","9","3.8","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","8.9","3.8","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","9.4","3.5","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
"230","2021-1843-2","38","3/24/24","4/1/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","18-3-10","Physaria globosa",281,230,20,"T18R3C10",NA,"5/14/24","Y","4","1","1.48","7.3","29","7.4","2.8","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","8","2.9","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","7.8","3","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","7.7","2.9","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"231","2021-1841-1","5","3/20/24","3/28/24","4/26/24",1275505,"United States","Kentucky","Franklin",38.222717,-84.856916,"Cove Spring Park","","15-1-6","Physaria globosa",58,231,20,"T15R1C6",NA,"5/14/24","Y","2","1","1.87","3.5","15","7.7","2.4","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","8.8","2.7","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","8.7","2.7","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","8.9","2.9","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",287,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1841","Project specific use only","2021-07-16T00:00:00","362","Powell, Emily","","05 Jul 2021","Maternal Lines","",18,"State","",NA,"Brassicaceae",NA,NA
"232","2021-1841-1","5","3/21/24","3/30/24","4/26/24",1275505,"United States","Kentucky","Franklin",38.222717,-84.856916,"Cove Spring Park","","14-6-1","Physaria globosa",44,232,20,"T14R6C1",NA,"5/14/24","Y","2","1","0.94","5","15","6.1","2.3","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7","2.9","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","6.5","3","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","7","2.8","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",287,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1841","Project specific use only","2021-07-16T00:00:00","362","Powell, Emily","","05 Jul 2021","Maternal Lines","",18,"State","",NA,"Brassicaceae",NA,NA
"233","2021-1838-2","9","3/27/24","4/3/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","20-1-10","Physaria globosa",394,233,20,"T20R1C10",NA,"5/14/24","Y","4","1","1.49","8.5","42","7.6","3.1","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","9.7","3.5","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","8.5","3.5","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","8.7","3.2","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"234","2021-0838-1","1","3/22/24","3/31/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","16-4-11","Physaria globosa",158,234,20,"T16R4C11",NA,"5/14/24","Y","2","1","1.3","3.8","18","5.3","2","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7","2.4","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","6.2","2.4","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","6.9","2.4","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"235","2021-1843-2","17","3/21/24","3/30/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","16-3-10","Physaria globosa",148,235,20,"T16R3C10",NA,"5/14/24","Y","2","1","1.05","7.2","11","3.8","1.5","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","OVW","5.7","2.4","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","5.2","2.5","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","5.2","2.5","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"236","2021-1843-2","13","3/25/24","4/1/24","4/26/24",1290441,"United States","Kentucky","Franklin",38.210077,-84.885952,"Bald Knob","","19-1-11","Physaria globosa",329,236,20,"T19R1C11",NA,"5/14/24","Y","2","1","1.72","7","35","7.7","3.7","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","8.8","3.9","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","8.2","3.9","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","8.8","4","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",262,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1843","Project specific use only","2021-07-22T00:00:00","1295","Rogers, Devin","","11 Jun 2021","Maternal Lines","",7,"Private","",NA,"Brassicaceae",NA,NA
"237","2023-0185-2","11","3/22/24","3/29/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","15-5-10","Physaria globosa",103,237,20,"T15R5C10",NA,"5/14/24","Y","4","1","1.27","5.8","28","7.5","2.8","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","9.1","3.2","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","8.7","3.3","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","8.5","3","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"238","2018-1133-2","14","3/25/24","4/2/24","4/26/24",1248014,"United States","Tennessee","Trousdale",36.37351,-86.17156,"TN - EO#3 - Hartsville Access","From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.","18-5-12","Physaria globosa",306,238,20,"T18R5C12",NA,"5/14/24","Y","0","1","1.47","7.6","22","6.7","2.7","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","8.3","3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","8.1","3.1","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","7.9","3.1","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1008,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2018-1133","Project specific use only","2018-06-05T00:00:00","3,570","Dell, Noah","","05 Jun 2018","","13344",3,"Federal-Other","Dry woods and banks along Cumberland River",NA,"Brassicaceae",NA,NA
"239","2021-1836-2","4","4/1/24","4/9/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","20-6-8","Physaria globosa",444,239,20,"T20R6C8",NA,"5/14/24","Y","0","1","DNR","3.2","6","2.2","1.1","N ","N ","N ","N ","5/21/24","N","N","N","N","N","5/28/24","N","NA","NA","NA","NA","NA","NA","5/31/24","n",0,0,"N","N","6/3/24","N",0,0,0,0,"6/4/24","N","NA","NA","NA","6/5/24","NA","NA","NA","NA","6/7/24","N",NA,NA,NA,NA,"6/10/24","N",NA,NA,NA,NA,"6/11/24","N","NA","NA","NA","6/12/24","N","NA","NA","NA","NA","6/14/24","N",NA,NA,NA,NA,"6/17/24","N",NA,NA,NA,NA,"6/19/24","N",0,0,0,0,"6/24/24","N",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
"240","2023-0185-2","6","3/21/24","3/28/24","4/26/24",1290444,"United States","Indiana","Posey",37.824189,-88.003202,"Bonebank Rd.","From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.","14-6-9","Physaria globosa",49,240,20,"T14R6C9",NA,"5/14/24","Y","0","1","1.32","6.3","13","6.6","2.5","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7.5","2.8","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","6","3.4","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","7","2.8","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1041,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2023-0185","Project specific use only","2021-06-28T00:00:00","3180","Dell, Noah","","28 Jun 2021","","",1,"State","",NA,"Brassicaceae",NA,NA
"241","2021-1836-2","13","3/22/24","4/1/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","17-1-11","Physaria globosa",193,241,21,"T17R1C11",NA,"5/14/24","Y","2","1","1.08","6.3","27","3.8","2.1","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","6.8","3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","7","3.3","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","6.5","2.4","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
"242","2021-1838-2","18","3/26/24","4/3/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","19-3-6","Physaria globosa",346,242,21,"T19R3C6",NA,"5/14/24","Y","2","1","1.43","8.7","32","6.7","3.4","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7.1","3.5","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","7.1","3.4","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","7.2","3.5","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"243","2021-1838-2","16","3/22/24","3/30/24","4/26/24",1290386,"United States","Tennessee","Davidson",36.20801,-86.960244,"McMinn's Bluff","From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.","17-1-8","Physaria globosa",190,243,21,"T17R1C8",NA,"5/14/24","Y","1","1","0.96","5.4","13","5.2","2.5","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","6.9","3.2","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","6.4","3.4","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","6.7","3.1","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",980,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1838","Project specific use only","2021-06-01T00:00:00","571","Dell, Noah","","01 Jun 2021","Maternal Lines","5386",4,"Local/Public-County","",NA,"Brassicaceae",NA,NA
"244","2021-1836-2","9","3/27/24","4/4/24","4/26/24",1290385,"United States","Tennessee","Cheatham",36.1432,-87.0232,"Unknown","From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","19-6-2","Physaria globosa",376,244,21,"T19R6C2",NA,"5/14/24","Y","2","1","1.32","7.1","31","6.5","3.2","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","9.1","4.2","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","9.1","3.8","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","9.5","4.2","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",1616,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1836","Project specific use only","2021-06-01T00:00:00","3617","Dell, Noah","","01 Jun 2021","Maternal Lines","6678",1,"Local/Public-County","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",NA,"Brassicaceae",NA,NA
"245","2021-1839-2","4","3/29/24","4/7/24","4/26/24",1290440,"United States","Tennessee","Cheatham",36.213903,-86.983695,"McMinn's Bluff #3","From Ashland City, take TN-12 south, take the first right onto River Trace that you can. Park close to the T-intersection, where the road is widest, and walk to both the right and left of the intersection. Plants can be found along the bluffs, and along the other side of the road above the railroad bed.","20-3-9","Physaria globosa",415,245,21,"T20R3C9",NA,"5/14/24","Y","0","1","1.14","6.3","21","3.8","1.2","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","6","2.5","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","6","2.4","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","5.5","2.3","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",324,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-1839","Project specific use only","2021-06-01T00:00:00","5793","Dell, Noah","","01 Jun 2021","Maternal Lines","10236",10,"Local/Public-County","Most plants along the steep gravel/talus slope to the right side of the T-intersection, where the slope is considerable, and the substrate loose and thin.",NA,"Brassicaceae",NA,NA
"246","2021-0838-1","7","3/24/24","4/2/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","18-5-8","Physaria globosa",302,246,21,"T18R5C8",NA,"5/14/24","Y","2","1","1.7","7.4","30","5.6","2.5","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","7.3","2.7","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","6.6","2.7","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","6.8","2.6","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
"247","2021-0838-1","3","3/21/24","3/29/24","4/26/24",1271397,"United States","Tennessee","Montgomery",36.501393,-87.318045,"","","16-3-6","Physaria globosa",144,247,21,"T16R3C6",NA,"5/14/24","Y","2","1","1.76","5.5","28","5.7","2.7","N ","N ","N ","N ","5/21/24","Y","N","N","N","N","5/28/24","Y","6.8","3","0","0","N","N","5/31/24","Y",0,0,"N","N","6/3/24","Y",0,0,0,0,"6/4/24","Y","0","6.8","3.2","6/5/24","0","0","0","0","6/7/24","Y",0,0,0,0,"6/10/24","Y",0,0,0,0,"6/11/24","Y","0","6.6","3.1","6/12/24","Y","0","0","0","0","6/14/24","Y",0,0,0,0,"6/17/24","Y",0,0,0,0,"6/19/24","Y",0,0,0,0,"6/24/24","Y",0,0,0,0,"Physaria globosa ","MBG Seed Bank","CCSD Seed Bank Freezer",NA,"2023-12-01T00:00:00","Dormant",951,"Seed","Missouri Botanical Garden","Wild","Shaw Nature Reserve","US-1-MO-2021-0838","Project specific use only","2019-06-05T00:00:00","1498","Dell, Noah","","05 Jun 2019","","11124",12,"Private","",NA,"Brassicaceae",NA,NA
